epoch,mr,step,test_ade,test_anll,test_apde,test_fde,test_fnll,test_tv_ade,test_tv_anll,test_tv_apde,test_tv_fde,test_tv_fnll,tv_mr
0,0.9766247868537903,0,1.7046488523483276,1.6992120742797852,1.1911189556121826,4.706995487213135,5.2622199058532715,1.9396843910217285,2.278433322906494,1.425857424736023,5.623199462890625,7.121974945068359,0.9754895567893982
