epoch,mr,step,test_ade,test_anll,test_apde,test_fde,test_fnll,test_tv_ade,test_tv_anll,test_tv_apde,test_tv_fde,test_tv_fnll,tv_mr
0,0.8228151202201843,0,2.3930089473724365,2.074950933456421,0.8845089673995972,4.910714149475098,4.370978832244873,3.4080426692962646,2.2008297443389893,0.8927837610244751,8.1976318359375,5.16241455078125,0.8367840647697449
