epoch,mr,step,test_ade,test_anll,test_apde,test_fde,test_fnll,test_tv_ade,test_tv_anll,test_tv_apde,test_tv_fde,test_tv_fnll,tv_mr
0,0.8127992749214172,0,2.1414196491241455,2.2663750648498535,1.0852704048156738,5.27390193939209,4.683055400848389,1.7751853466033936,1.968465805053711,0.9161920547485352,4.642155647277832,4.519531726837158,0.687705397605896
