epoch,mr,step,test_ade,test_anll,test_apde,test_fde,test_fnll,test_tv_ade,test_tv_anll,test_tv_apde,test_tv_fde,test_tv_fnll,tv_mr
0,1.0001529455184937,0,24.82598876953125,1316342.375,17.66793441772461,24.8720703125,7.787802219390869,23.164443969726562,1189790.875,20.91692543029785,24.779216766357422,7.782886981964111,1.0087387561798096
