epoch,mr,step,test_ade,test_anll,test_apde,test_fde,test_fnll,test_tv_ade,test_tv_anll,test_tv_apde,test_tv_fde,test_tv_fnll,tv_mr
0,0.9042088389396667,0,3.3536739349365234,2.4953508377075195,0.8057219982147217,6.333593845367432,4.602641582489014,4.59464168548584,2.525841236114502,0.6362069249153137,10.131508827209473,5.195995330810547,0.8301903605461121
