epoch,mr,step,test_ade,test_anll,test_apde,test_fde,test_fnll,test_tv_ade,test_tv_anll,test_tv_apde,test_tv_fde,test_tv_fnll,tv_mr
0,0.9482113122940063,0,2.75787091255188,3.6763086318969727,1.3482738733291626,5.862321853637695,5.243432998657227,1.257818341255188,2.5309717655181885,1.0916255712509155,2.335230588912964,3.5663669109344482,0.4601798355579376
