epoch,mr,step,test_ade,test_anll,test_apde,test_fde,test_fnll,test_tv_ade,test_tv_anll,test_tv_apde,test_tv_fde,test_tv_fnll,tv_mr
0,1.0002262592315674,0,16.371906280517578,5.444555759429932,10.950345993041992,16.830894470214844,6.055561542510986,12.963173866271973,4.964584827423096,7.25091552734375,16.765979766845703,5.97965145111084,0.9870992302894592
