epoch,mr,step,test_ade,test_anll,test_apde,test_fde,test_fnll,test_tv_ade,test_tv_anll,test_tv_apde,test_tv_fde,test_tv_fnll,tv_mr
0,0.998857319355011,0,149.17735290527344,5.831324100494385,58.47233963012695,195.1042022705078,6.978989601135254,139.48165893554688,5.649812698364258,66.0583267211914,212.95046997070312,7.733977794647217,1.0079083442687988
