epoch,mr,step,test_ade,test_anll,test_apde,test_fde,test_fnll,test_tv_ade,test_tv_anll,test_tv_apde,test_tv_fde,test_tv_fnll,tv_mr
0,0.7523337602615356,0,1.7603598833084106,1.2295353412628174,0.9208515286445618,4.624384880065918,4.145496368408203,1.5070412158966064,1.0037809610366821,0.8160353302955627,4.179937839508057,4.006101131439209,0.5924686789512634
